,Convective Available Potential Energy,K index,Cross totals index,Vertical totals index,Lifted index,Showalter index,waktu,hujan,petir,hujan 6 jam,selisih 1000,selisih 850,selisih 700,selisih 500
1598,105.83,30.2,18.0,22.5,-0.2,2.37,2018-03-10 00:00:00,0.0,0.0,0.0,3.6999999999999993,4.5,6.0,-18.6
1599,105.83,30.2,18.0,22.5,-0.2,2.37,2018-03-10 12:00:00,1.0,1.0,0.0,3.6999999999999993,4.5,6.0,-18.6
1600,596.43,36.1,19.9,22.7,-2.34,0.91,2018-03-11 00:00:00,1.0,0.0,0.0,2.3000000000000007,2.799999999999999,1.1999999999999993,0.20000000000000018
1601,596.43,36.1,19.9,22.7,-2.34,0.91,2018-03-11 12:00:00,1.0,1.0,1.0,2.3000000000000007,2.799999999999999,1.1999999999999993,0.20000000000000018
1602,0.0,35.2,18.3,22.7,1.72,2.25,2018-03-12 00:00:00,1.0,0.0,0.0,1.8000000000000007,4.4,0.9000000000000004,0.09999999999999964
1603,0.0,35.2,18.3,22.7,1.72,2.25,2018-03-12 12:00:00,0.0,0.0,0.0,1.8000000000000007,4.4,0.9000000000000004,0.09999999999999964
1604,17.47,35.1,20.4,23.3,-0.49,0.22,2018-03-13 00:00:00,1.0,0.0,0.0,4.700000000000003,2.9000000000000004,3.1000000000000005,2.5
1605,17.47,35.1,20.4,23.3,-0.49,0.22,2018-03-13 12:00:00,1.0,0.0,0.0,4.700000000000003,2.9000000000000004,3.1000000000000005,2.5
1606,72.5,,,,,,2018-03-14 00:00:00,1.0,0.0,0.0,0.5999999999999979,1.4000000000000021,2.6999999999999993,
1607,72.5,,,,,,2018-03-14 12:00:00,1.0,1.0,1.0,0.5999999999999979,1.4000000000000021,2.6999999999999993,
1608,,,,,,,2018-03-15 00:00:00,0.0,0.0,0.0,,,,
1609,,,,,,,2018-03-15 12:00:00,1.0,1.0,0.0,,,,
1610,256.01,38.9,20.9,22.3,-0.56,-0.36,2018-03-16 00:00:00,1.0,1.0,1.0,2.0,1.3999999999999986,0.0,0.0
1611,256.01,38.9,20.9,22.3,-0.56,-0.36,2018-03-16 12:00:00,1.0,1.0,1.0,2.0,1.3999999999999986,0.0,0.0
1612,1290.5,36.2,20.5,23.5,-3.41,0.12,2018-03-17 00:00:00,1.0,1.0,1.0,3.6999999999999993,3.0,2.1000000000000005,1.7000000000000002
1613,1290.5,36.2,20.5,23.5,-3.41,0.12,2018-03-17 12:00:00,1.0,1.0,0.0,3.6999999999999993,3.0,2.1000000000000005,1.7000000000000002
1614,283.49,34.5,20.1,22.5,-1.38,0.9,2018-03-18 00:00:00,1.0,1.0,1.0,3.6999999999999993,2.4000000000000004,2.6000000000000005,2.9000000000000004
1615,283.49,34.5,20.1,22.5,-1.38,0.9,2018-03-18 12:00:00,0.0,0.0,0.0,3.6999999999999993,2.4000000000000004,2.6000000000000005,2.9000000000000004
1616,104.08,31.9,17.7,23.7,-0.51,2.46,2018-03-19 00:00:00,0.0,0.0,0.0,5.0,5.999999999999998,4.200000000000001,-17.6
1617,104.08,31.9,17.7,23.7,-0.51,2.46,2018-03-19 12:00:00,0.0,0.0,0.0,5.0,5.999999999999998,4.200000000000001,-17.6
1618,573.77,31.5,19.1,24.1,-2.15,1.15,2018-03-20 00:00:00,0.0,0.0,0.0,4.699999999999999,4.999999999999998,6.0,-18.4
1619,573.77,31.5,19.1,24.1,-2.15,1.15,2018-03-20 12:00:00,1.0,1.0,0.0,4.699999999999999,4.999999999999998,6.0,-18.4
1620,354.37,31.1,20.1,23.9,-2.08,0.4,2018-03-21 00:00:00,1.0,0.0,0.0,3.6000000000000014,3.8000000000000007,7.0,-19.8
1621,354.37,31.1,20.1,23.9,-2.08,0.4,2018-03-21 12:00:00,1.0,1.0,1.0,3.6000000000000014,3.8000000000000007,7.0,-19.8
1622,233.38,38.3,21.7,21.9,-1.11,-0.5,2018-03-22 00:00:00,1.0,1.0,1.0,1.7000000000000028,0.20000000000000284,0.0,0.0
1623,233.38,38.3,21.7,21.9,-1.11,-0.5,2018-03-22 12:00:00,1.0,0.0,0.0,1.7000000000000028,0.20000000000000284,0.0,0.0
1624,,,,,,,2018-03-23 00:00:00,0.0,0.0,0.0,,,,
1625,,,,,,,2018-03-23 12:00:00,0.0,0.0,0.0,,,,
1626,245.05,32.5,18.4,22.3,-0.15,2.01,2018-03-24 00:00:00,0.0,1.0,0.0,6.0,3.8999999999999986,4.1,-15.2
1627,245.05,32.5,18.4,22.3,-0.15,2.01,2018-03-24 12:00:00,0.0,1.0,1.0,6.0,3.8999999999999986,4.1,-15.2
1628,166.05,38.0,22.3,25.5,-2.93,-1.69,2018-03-25 00:00:00,1.0,1.0,1.0,5.0,3.200000000000001,2.0999999999999996,-18.8
1629,166.05,38.0,22.3,25.5,-2.93,-1.69,2018-03-25 12:00:00,1.0,1.0,0.0,5.0,3.200000000000001,2.0999999999999996,-18.8
1630,32.1,36.5,21.1,22.9,0.11,-0.18,2018-03-26 00:00:00,1.0,0.0,0.0,0.5,1.799999999999999,1.7999999999999998,0.5
1631,32.1,36.5,21.1,22.9,0.11,-0.18,2018-03-26 12:00:00,1.0,0.0,0.0,0.5,1.799999999999999,1.7999999999999998,0.5
1632,517.69,32.9,19.1,23.3,-2.02,1.46,2018-03-27 00:00:00,1.0,1.0,0.0,4.0,4.200000000000001,3.999999999999999,4.4
1633,517.69,32.9,19.1,23.3,-2.02,1.46,2018-03-27 12:00:00,1.0,0.0,0.0,4.0,4.200000000000001,3.999999999999999,4.4
1634,1304.49,30.2,20.0,22.3,-4.04,1.38,2018-03-28 00:00:00,1.0,1.0,0.0,1.8000000000000007,2.299999999999999,5.999999999999999,2.5999999999999996
1635,1304.49,30.2,20.0,22.3,-4.04,1.38,2018-03-28 12:00:00,1.0,1.0,0.0,1.8000000000000007,2.299999999999999,5.999999999999999,2.5999999999999996
1636,328.21,34.5,21.0,22.7,-2.12,0.11,2018-03-29 00:00:00,1.0,1.0,1.0,2.3999999999999986,1.700000000000001,3.3000000000000007,-25.799999999999997
1637,328.21,34.5,21.0,22.7,-2.12,0.11,2018-03-29 12:00:00,0.0,0.0,0.0,2.3999999999999986,1.700000000000001,3.3000000000000007,-25.799999999999997
1638,840.66,35.5,19.7,24.1,-3.21,0.76,2018-03-30 00:00:00,1.0,1.0,1.0,3.3000000000000007,4.4,2.2,-25.200000000000003
1639,840.66,35.5,19.7,24.1,-3.21,0.76,2018-03-30 12:00:00,1.0,1.0,0.0,3.3000000000000007,4.4,2.2,-25.200000000000003
1640,149.86,35.4,20.4,23.3,-0.4,0.31,2018-03-31 00:00:00,1.0,1.0,1.0,1.6999999999999993,2.900000000000002,2.6000000000000005,0.09999999999999964
1641,149.86,35.4,20.4,23.3,-0.4,0.31,2018-03-31 12:00:00,0.0,0.0,0.0,1.6999999999999993,2.900000000000002,2.6000000000000005,0.09999999999999964
1642,51.78,29.3,17.5,24.5,-0.54,2.39,2018-04-01 00:00:00,0.0,0.0,0.0,4.200000000000003,7.0,7.0,-21.4
1643,51.78,29.3,17.5,24.5,-0.54,2.39,2018-04-01 12:00:00,1.0,1.0,0.0,4.200000000000003,7.0,7.0,-21.4
1644,91.29,34.2,20.2,23.7,-0.7,0.31,2018-04-02 00:00:00,1.0,1.0,0.0,2.0,3.5,4.0,-24.4
1645,91.29,34.2,20.2,23.7,-0.7,0.31,2018-04-02 12:00:00,0.0,0.0,0.0,2.0,3.5,4.0,-24.4
1646,175.75,23.8,18.4,22.1,-0.49,2.37,2018-04-03 00:00:00,1.0,1.0,0.0,3.5,3.6999999999999993,12.0,-39.400000000000006
1647,175.75,23.8,18.4,22.1,-0.49,2.37,2018-04-03 12:00:00,0.0,0.0,0.0,3.5,3.6999999999999993,12.0,-39.400000000000006
1648,250.7,27.6,18.6,23.3,-1.29,1.84,2018-04-04 00:00:00,1.0,1.0,0.0,3.200000000000003,4.699999999999999,9.0,-25.6
1649,250.7,27.6,18.6,23.3,-1.29,1.84,2018-04-04 12:00:00,0.0,0.0,0.0,3.200000000000003,4.699999999999999,9.0,-25.6
1650,123.38,33.0,21.0,24.7,-1.81,-0.5,2018-04-05 00:00:00,1.0,1.0,0.0,4.899999999999999,3.6999999999999993,6.000000000000001,2.7
1651,123.38,33.0,21.0,24.7,-1.81,-0.5,2018-04-05 12:00:00,0.0,0.0,0.0,4.899999999999999,3.6999999999999993,6.000000000000001,2.7
1652,715.93,32.2,15.9,24.9,-2.15,3.41,2018-04-06 00:00:00,1.0,1.0,0.0,2.6000000000000014,9.000000000000002,3.3000000000000007,2.6000000000000005
1653,715.93,32.2,15.9,24.9,-2.15,3.41,2018-04-06 12:00:00,0.0,0.0,0.0,2.6000000000000014,9.000000000000002,3.3000000000000007,2.6000000000000005
1654,605.63,39.1,23.0,23.7,-3.17,-1.79,2018-04-07 00:00:00,1.0,0.0,0.0,3.0,0.7000000000000011,0.5,0.8000000000000007
1655,605.63,39.1,23.0,23.7,-3.17,-1.79,2018-04-07 12:00:00,0.0,0.0,0.0,3.0,0.7000000000000011,0.5,0.8000000000000007
1656,49.54,32.3,17.7,24.7,-0.61,2.27,2018-04-08 00:00:00,0.0,0.0,0.0,6.0,7.000000000000002,4.0,3.3000000000000007
1657,49.54,32.3,17.7,24.7,-0.61,2.27,2018-04-08 12:00:00,0.0,0.0,0.0,6.0,7.000000000000002,4.0,3.3000000000000007
1658,0.02,28.3,15.5,23.5,0.06,4.63,2018-04-09 00:00:00,0.0,0.0,0.0,6.0,8.0,5.0,-16.0
1659,0.02,28.3,15.5,23.5,0.06,4.63,2018-04-09 12:00:00,0.0,0.0,0.0,6.0,8.0,5.0,-16.0
1660,0.05,30.5,18.1,23.1,0.84,2.15,2018-04-10 00:00:00,0.0,0.0,0.0,6.0,4.999999999999998,6.0,-20.4
1661,0.05,30.5,18.1,23.1,0.84,2.15,2018-04-10 12:00:00,0.0,0.0,0.0,6.0,4.999999999999998,6.0,-20.4
1662,647.5,34.2,20.2,23.5,-2.04,0.14,2018-04-11 00:00:00,1.0,1.0,0.0,4.5,3.299999999999999,4.4,-15.1
1663,647.5,34.2,20.2,23.5,-2.04,0.14,2018-04-11 12:00:00,0.0,0.0,0.0,4.5,3.299999999999999,4.4,-15.1
1664,,,,,,,2018-04-12 00:00:00,1.0,1.0,0.0,,,,
1665,,,,,,,2018-04-12 12:00:00,0.0,0.0,0.0,,,,
1666,16.92,24.9,16.9,24.9,-0.2,2.42,2018-04-13 00:00:00,0.0,0.0,0.0,4.5,8.0,12.0,-24.799999999999997
1667,16.92,24.9,16.9,24.9,-0.2,2.42,2018-04-13 12:00:00,0.0,0.0,0.0,4.5,8.0,12.0,-24.799999999999997
1668,154.68,13.1,12.3,24.3,-0.8,6.34,2018-04-14 00:00:00,0.0,0.0,0.0,6.0,12.0,19.0,-20.0
1669,154.68,13.1,12.3,24.3,-0.8,6.34,2018-04-14 12:00:00,0.0,0.0,0.0,6.0,12.0,19.0,-20.0
1670,101.35,35.5,19.1,24.1,-0.78,0.74,2018-04-15 00:00:00,1.0,1.0,0.0,6.0,4.999999999999998,3.0,-19.4
1671,101.35,35.5,19.1,24.1,-0.78,0.74,2018-04-15 12:00:00,0.0,0.0,0.0,6.0,4.999999999999998,3.0,-19.4
1672,424.12,36.6,19.9,23.3,-1.58,0.18,2018-04-16 00:00:00,1.0,0.0,0.0,2.3999999999999986,3.4000000000000004,2.3000000000000007,-27.6
1673,424.12,36.6,19.9,23.3,-1.58,0.18,2018-04-16 12:00:00,0.0,1.0,1.0,2.3999999999999986,3.4000000000000004,2.3000000000000007,-27.6
1674,342.29,25.3,15.9,22.9,-1.62,4.15,2018-04-17 00:00:00,1.0,1.0,0.0,2.599999999999998,6.999999999999998,9.0,-26.0
1675,342.29,25.3,15.9,22.9,-1.62,4.15,2018-04-17 12:00:00,0.0,1.0,1.0,2.599999999999998,6.999999999999998,9.0,-26.0
1676,2.69,31.1,17.5,22.5,0.53,2.67,2018-04-18 00:00:00,1.0,1.0,0.0,4.200000000000003,5.000000000000002,4.999999999999999,-15.8
1677,2.69,31.1,17.5,22.5,0.53,2.67,2018-04-18 12:00:00,0.0,0.0,0.0,4.200000000000003,5.000000000000002,4.999999999999999,-15.8
1678,205.36,32.5,17.9,23.9,-0.61,1.78,2018-04-19 00:00:00,1.0,1.0,1.0,4.0,6.000000000000002,5.000000000000001,4.8
1679,205.36,32.5,17.9,23.9,-0.61,1.78,2018-04-19 12:00:00,1.0,0.0,0.0,4.0,6.000000000000002,5.000000000000001,4.8
1680,,,,,,,2018-04-20 00:00:00,1.0,1.0,0.0,,,,
1681,,,,,,,2018-04-20 12:00:00,1.0,0.0,0.0,,,,
1682,,,,,,,2018-04-21 00:00:00,1.0,0.0,0.0,,,,
1683,,,,,,,2018-04-21 12:00:00,0.0,0.0,0.0,,,,
1684,36.67,33.3,20.3,24.1,-0.62,-0.24,2018-04-22 00:00:00,1.0,1.0,0.0,4.800000000000001,3.8000000000000007,5.999999999999999,3.5
1685,36.67,33.3,20.3,24.1,-0.62,-0.24,2018-04-22 12:00:00,0.0,1.0,1.0,4.800000000000001,3.8000000000000007,5.999999999999999,3.5
1686,,,,,,,2018-04-23 00:00:00,0.0,0.0,0.0,,,,
1687,,,,,,,2018-04-23 12:00:00,0.0,0.0,0.0,,,,
1688,19.24,35.8,20.5,24.7,-0.97,-0.45,2018-04-24 00:00:00,0.0,0.0,0.0,5.0,4.199999999999999,3.6999999999999993,-16.4
1689,19.24,35.8,20.5,24.7,-0.97,-0.45,2018-04-24 12:00:00,0.0,0.0,0.0,5.0,4.199999999999999,3.6999999999999993,-16.4
1690,17.3,19.9,10.1,23.1,0.95,8.28,2018-04-25 00:00:00,0.0,0.0,0.0,5.0,13.0,10.0,-38.599999999999994
1691,17.3,19.9,10.1,23.1,0.95,8.28,2018-04-25 12:00:00,0.0,0.0,0.0,5.0,13.0,10.0,-38.599999999999994
1692,12.76,24.1,18.7,22.1,0.16,2.08,2018-04-26 00:00:00,0.0,0.0,0.0,5.0,3.3999999999999986,12.0,-36.4
1693,12.76,24.1,18.7,22.1,0.16,2.08,2018-04-26 12:00:00,0.0,0.0,0.0,5.0,3.3999999999999986,12.0,-36.4
1694,57.08,30.9,18.3,24.3,-1.3,1.78,2018-04-27 00:00:00,0.0,0.0,0.0,4.300000000000001,6.000000000000002,6.0,-16.0
1695,57.08,30.9,18.3,24.3,-1.3,1.78,2018-04-27 12:00:00,0.0,0.0,0.0,4.300000000000001,6.000000000000002,6.0,-16.0
1696,268.24,31.9,20.1,22.7,-1.25,0.53,2018-04-28 00:00:00,0.0,0.0,0.0,7.0,2.6000000000000014,5.999999999999999,3.299999999999999
1697,268.24,31.9,20.1,22.7,-1.25,0.53,2018-04-28 12:00:00,0.0,0.0,0.0,7.0,2.6000000000000014,5.999999999999999,3.299999999999999
1698,0.0,7.1,12.7,24.7,3.24,6.35,2018-04-29 00:00:00,0.0,0.0,0.0,7.0,11.999999999999998,-2.3999999999999986,-28.6
1699,0.0,7.1,12.7,24.7,3.24,6.35,2018-04-29 12:00:00,0.0,0.0,0.0,7.0,11.999999999999998,-2.3999999999999986,-28.6
1700,,,,,,,2018-04-30 00:00:00,0.0,0.0,0.0,,,,
1701,,,,,,,2018-04-30 12:00:00,0.0,0.0,0.0,,,,
1702,0.08,19.9,19.5,24.1,-0.04,0.78,2018-05-01 00:00:00,0.0,0.0,0.0,6.0,4.599999999999998,18.0,-24.4
1703,0.08,19.9,19.5,24.1,-0.04,0.78,2018-05-01 12:00:00,0.0,0.0,0.0,6.0,4.599999999999998,18.0,-24.4
1704,0.09,28.7,16.1,24.1,1.56,3.73,2018-05-02 00:00:00,0.0,0.0,0.0,8.0,8.000000000000002,6.000000000000001,-22.0
1705,0.09,28.7,16.1,24.1,1.56,3.73,2018-05-02 12:00:00,0.0,0.0,0.0,8.0,8.000000000000002,6.000000000000001,-22.0
1706,54.72,25.9,15.9,22.9,0.38,4.31,2018-05-03 00:00:00,1.0,1.0,0.0,7.0,7.0,8.0,-16.8
1707,54.72,25.9,15.9,22.9,0.38,4.31,2018-05-03 12:00:00,0.0,0.0,0.0,7.0,7.0,8.0,-16.8
1708,0.0,7.1,14.9,23.9,1.82,4.91,2018-05-04 00:00:00,0.0,0.0,0.0,8.0,9.0,-4.800000000000001,-19.4
1709,0.0,7.1,14.9,23.9,1.82,4.91,2018-05-04 12:00:00,0.0,0.0,0.0,8.0,9.0,-4.800000000000001,-19.4
1710,24.55,31.3,16.9,25.9,-0.82,2.62,2018-05-05 00:00:00,0.0,0.0,0.0,9.0,9.0,4.6,-22.8
1711,24.55,31.3,16.9,25.9,-0.82,2.62,2018-05-05 12:00:00,0.0,0.0,0.0,9.0,9.0,4.6,-22.8
1712,314.91,31.1,14.3,26.3,-2.72,4.34,2018-05-06 00:00:00,0.0,0.0,0.0,4.800000000000001,12.0,3.0,-20.0
1713,314.91,31.1,14.3,26.3,-2.72,4.34,2018-05-06 12:00:00,0.0,0.0,0.0,4.800000000000001,12.0,3.0,-20.0
1714,,,,,,,2018-05-07 00:00:00,1.0,0.0,0.0,,,,
1715,,,,,,,2018-05-07 12:00:00,0.0,0.0,0.0,,,,
1716,93.4,34.0,20.8,23.7,-1.22,-0.09,2018-05-08 00:00:00,0.0,1.0,0.0,4.900000000000002,2.900000000000002,4.4,-27.200000000000003
1717,93.4,34.0,20.8,23.7,-1.22,-0.09,2018-05-08 12:00:00,0.0,0.0,0.0,4.900000000000002,2.900000000000002,4.4,-27.200000000000003
1718,259.15,32.6,20.8,24.1,-1.73,-0.19,2018-05-09 00:00:00,0.0,0.0,0.0,3.700000000000003,3.3000000000000007,5.999999999999999,-23.6
1719,259.15,32.6,20.8,24.1,-1.73,-0.19,2018-05-09 12:00:00,0.0,0.0,0.0,3.700000000000003,3.3000000000000007,5.999999999999999,-23.6
1720,142.2,34.7,17.5,24.5,-0.77,2.39,2018-05-10 00:00:00,1.0,1.0,0.0,7.0,7.0,1.5999999999999996,-15.7
1721,142.2,34.7,17.5,24.5,-0.77,2.39,2018-05-10 12:00:00,0.0,1.0,1.0,7.0,7.0,1.5999999999999996,-15.7
1722,,,,,,,2018-05-11 00:00:00,0.0,0.0,0.0,,,,
1723,,,,,,,2018-05-11 12:00:00,0.0,0.0,0.0,,,,
1724,727.48,34.2,20.8,23.5,-3.01,-0.17,2018-05-12 00:00:00,1.0,1.0,0.0,4.199999999999999,2.700000000000001,4.4,4.1000000000000005
1725,727.48,34.2,20.8,23.5,-3.01,-0.17,2018-05-12 12:00:00,1.0,0.0,0.0,4.199999999999999,2.700000000000001,4.4,4.1000000000000005
1726,113.5,35.1,20.1,23.3,-0.72,0.33,2018-05-13 00:00:00,1.0,0.0,0.0,4.800000000000001,3.1999999999999993,3.2,-17.2
1727,113.5,35.1,20.1,23.3,-0.72,0.33,2018-05-13 12:00:00,0.0,0.0,0.0,4.800000000000001,3.1999999999999993,3.2,-17.2
1728,259.21,34.3,19.6,22.1,-1.03,1.12,2018-05-14 00:00:00,1.0,0.0,0.0,3.0,2.5000000000000018,2.9000000000000004,-16.0
1729,259.21,34.3,19.6,22.1,-1.03,1.12,2018-05-14 12:00:00,0.0,0.0,0.0,3.0,2.5000000000000018,2.9000000000000004,-16.0
1730,300.99,31.5,20.3,23.7,-2.73,0.13,2018-05-15 00:00:00,0.0,0.0,0.0,2.6999999999999993,3.3999999999999986,7.0,-19.0
1731,300.99,31.5,20.3,23.7,-2.73,0.13,2018-05-15 12:00:00,1.0,1.0,0.0,2.6999999999999993,3.3999999999999986,7.0,-19.0
1732,76.7,,,,,,2018-05-16 00:00:00,0.0,0.0,0.0,3.3000000000000007,3.0999999999999996,5.999999999999999,
1733,76.7,,,,,,2018-05-16 12:00:00,0.0,0.0,0.0,3.3000000000000007,3.0999999999999996,5.999999999999999,
1734,0.0,,,,,,2018-05-17 00:00:00,1.0,1.0,0.0,4.699999999999999,2.9999999999999982,6.0,
1735,0.0,,,,,,2018-05-17 12:00:00,0.0,0.0,0.0,4.699999999999999,2.9999999999999982,6.0,
1736,387.93,26.0,18.8,22.9,-1.86,1.59,2018-05-18 00:00:00,0.0,0.0,0.0,2.3999999999999986,4.1,11.0,-22.4
1737,387.93,26.0,18.8,22.9,-1.86,1.59,2018-05-18 12:00:00,0.0,0.0,0.0,2.3999999999999986,4.1,11.0,-22.4
1738,106.94,36.2,20.9,24.1,-2.03,-0.38,2018-05-19 00:00:00,1.0,0.0,0.0,4.899999999999999,3.1999999999999993,2.6999999999999993,2.0
1739,106.94,36.2,20.9,24.1,-2.03,-0.38,2018-05-19 12:00:00,0.0,0.0,0.0,4.899999999999999,3.1999999999999993,2.6999999999999993,2.0
1740,147.23,36.4,20.8,24.3,-1.53,-0.64,2018-05-20 00:00:00,0.0,0.0,0.0,5.0,3.5,3.200000000000001,3.0
1741,147.23,36.4,20.8,24.3,-1.53,-0.64,2018-05-20 12:00:00,1.0,0.0,0.0,5.0,3.5,3.200000000000001,3.0
1742,108.16,34.7,19.9,24.1,-1.11,0.32,2018-05-21 00:00:00,1.0,0.0,0.0,5.0,4.200000000000001,3.8,0.9000000000000004
1743,108.16,34.7,19.9,24.1,-1.11,0.32,2018-05-21 12:00:00,0.0,0.0,0.0,5.0,4.200000000000001,3.8,0.9000000000000004
1744,,,,,,,2018-05-22 00:00:00,0.0,0.0,0.0,,,,
1745,,,,,,,2018-05-22 12:00:00,0.0,0.0,0.0,,,,
1746,208.89,32.1,20.1,23.7,-1.31,-0.03,2018-05-23 00:00:00,1.0,0.0,0.0,6.0,3.5999999999999996,7.000000000000001,3.6000000000000005
1747,208.89,32.1,20.1,23.7,-1.31,-0.03,2018-05-23 12:00:00,1.0,1.0,0.0,6.0,3.5999999999999996,7.000000000000001,3.6000000000000005
1748,387.19,33.1,21.7,25.1,-3.83,-1.36,2018-05-24 00:00:00,1.0,0.0,0.0,4.0,3.3999999999999986,7.000000000000001,2.8
1749,387.19,33.1,21.7,25.1,-3.83,-1.36,2018-05-24 12:00:00,1.0,0.0,0.0,4.0,3.3999999999999986,7.000000000000001,2.8
1750,235.09,36.7,19.0,21.9,-0.39,1.26,2018-05-25 00:00:00,1.0,0.0,0.0,3.3999999999999986,2.900000000000002,0.9000000000000004,-13.600000000000001
1751,235.09,36.7,19.0,21.9,-0.39,1.26,2018-05-25 12:00:00,1.0,0.0,0.0,3.3999999999999986,2.900000000000002,0.9000000000000004,-13.600000000000001
1752,214.19,37.9,20.5,22.9,-1.14,-0.05,2018-05-26 00:00:00,1.0,0.0,0.0,4.0,2.3999999999999986,0.8000000000000007,2.3
1753,214.19,37.9,20.5,22.9,-1.14,-0.05,2018-05-26 12:00:00,0.0,0.0,0.0,4.0,2.3999999999999986,0.8000000000000007,2.3
1754,150.71,30.2,19.0,22.9,-1.63,1.41,2018-05-27 00:00:00,1.0,0.0,0.0,3.5,3.8999999999999986,7.0,3.499999999999999
1755,150.71,30.2,19.0,22.9,-1.63,1.41,2018-05-27 12:00:00,0.0,0.0,0.0,3.5,3.8999999999999986,7.0,3.499999999999999
1756,,,,,,,2018-05-28 00:00:00,0.0,0.0,0.0,,,,
1757,,,,,,,2018-05-28 12:00:00,0.0,0.0,0.0,,,,
1758,8.23,30.1,18.3,23.3,0.53,1.78,2018-05-29 00:00:00,0.0,0.0,0.0,4.600000000000001,5.0,7.0,-15.0
1759,8.23,30.1,18.3,23.3,0.53,1.78,2018-05-29 12:00:00,0.0,0.0,0.0,4.600000000000001,5.0,7.0,-15.0
1760,0.0,34.8,17.5,20.7,2.15,3.11,2018-05-30 00:00:00,0.0,0.0,0.0,4.399999999999999,3.200000000000001,0.5,-18.8
1761,0.0,34.8,17.5,20.7,2.15,3.11,2018-05-30 12:00:00,0.0,0.0,0.0,4.399999999999999,3.200000000000001,0.5,-18.8
1762,0.0,32.6,18.9,22.9,1.76,1.33,2018-05-31 00:00:00,0.0,0.0,0.0,6.0,4.000000000000002,4.9,-31.6
1763,0.0,32.6,18.9,22.9,1.76,1.33,2018-05-31 12:00:00,0.0,0.0,0.0,6.0,4.000000000000002,4.9,-31.6
1764,4.36,20.5,18.5,25.5,-0.24,1.32,2018-06-01 00:00:00,0.0,0.0,0.0,7.0,7.0,17.0,-25.0
1765,4.36,20.5,18.5,25.5,-0.24,1.32,2018-06-01 12:00:00,1.0,0.0,0.0,7.0,7.0,17.0,-25.0
1766,0.0,23.9,15.9,21.9,3.31,4.43,2018-06-02 00:00:00,0.0,0.0,0.0,7.0,6.0,10.0,-28.799999999999997
1767,0.0,23.9,15.9,21.9,3.31,4.43,2018-06-02 12:00:00,0.0,0.0,0.0,7.0,6.0,10.0,-28.799999999999997
1768,153.38,37.1,20.7,23.3,-1.7,0.02,2018-06-03 00:00:00,1.0,0.0,0.0,3.5,2.6000000000000014,1.1999999999999993,-31.4
1769,153.38,37.1,20.7,23.3,-1.7,0.02,2018-06-03 12:00:00,0.0,0.0,0.0,3.5,2.6000000000000014,1.1999999999999993,-31.4
1770,121.31,34.2,19.5,23.3,-0.67,0.91,2018-06-04 00:00:00,0.0,0.0,0.0,4.600000000000001,3.799999999999999,3.5,1.5
1771,121.31,34.2,19.5,23.3,-0.67,0.91,2018-06-04 12:00:00,0.0,0.0,0.0,4.600000000000001,3.799999999999999,3.5,1.5
1772,66.57,28.5,20.3,25.3,-1.74,-0.38,2018-06-05 00:00:00,1.0,0.0,0.0,4.800000000000001,5.0,11.0,-19.2
1773,66.57,28.5,20.3,25.3,-1.74,-0.38,2018-06-05 12:00:00,0.0,0.0,0.0,4.800000000000001,5.0,11.0,-19.2
1774,18.06,27.3,19.7,25.7,-1.1,0.38,2018-06-06 00:00:00,0.0,0.0,0.0,7.0,6.000000000000002,11.0,-19.1
1775,18.06,27.3,19.7,25.7,-1.1,0.38,2018-06-06 12:00:00,0.0,0.0,0.0,7.0,6.000000000000002,11.0,-19.1
1776,39.9,13.1,17.9,24.9,0.48,1.84,2018-06-07 00:00:00,0.0,0.0,0.0,5.0,7.0,1.6000000000000014,-37.4
1777,39.9,13.1,17.9,24.9,0.48,1.84,2018-06-07 12:00:00,0.0,0.0,0.0,5.0,7.0,1.6000000000000014,-37.4
1778,8.45,14.9,17.5,24.5,1.12,2.16,2018-06-08 00:00:00,0.0,0.0,0.0,7.0,6.999999999999998,22.0,-31.200000000000003
1779,8.45,14.9,17.5,24.5,1.12,2.16,2018-06-08 12:00:00,0.0,0.0,0.0,7.0,6.999999999999998,22.0,-31.200000000000003
1780,0.0,25.1,15.7,24.7,1.98,3.68,2018-06-09 00:00:00,0.0,0.0,0.0,8.0,8.999999999999998,10.0,-28.6
1781,0.0,25.1,15.7,24.7,1.98,3.68,2018-06-09 12:00:00,0.0,0.0,0.0,8.0,8.999999999999998,10.0,-28.6
1782,218.12,35.7,19.5,24.3,-0.95,0.68,2018-06-10 00:00:00,0.0,0.0,0.0,6.0,4.800000000000001,2.3999999999999995,-17.4
1783,218.12,35.7,19.5,24.3,-0.95,0.68,2018-06-10 12:00:00,0.0,0.0,0.0,6.0,4.800000000000001,2.3999999999999995,-17.4
1784,286.1,33.5,19.5,25.5,-2.09,0.5,2018-06-11 00:00:00,1.0,0.0,0.0,4.600000000000001,6.0,4.8,-19.4
1785,286.1,33.5,19.5,25.5,-2.09,0.5,2018-06-11 12:00:00,0.0,0.0,0.0,4.600000000000001,6.0,4.8,-19.4
1786,187.34,34.4,21.1,23.3,-1.62,-0.37,2018-06-12 00:00:00,1.0,0.0,0.0,4.799999999999997,2.200000000000001,4.299999999999999,-23.4
1787,187.34,34.4,21.1,23.3,-1.62,-0.37,2018-06-12 12:00:00,0.0,0.0,0.0,4.799999999999997,2.200000000000001,4.299999999999999,-23.4
